CustomerID,Age,Gender,Tenure,Service_Internet,Service_Phone,Service_TV,MonthlyCharges,TotalCharges,StreamingMovies,StreamingMusic,OnlineSecurity,TechSupport,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check
6491c629-a086-4dce-b96d-51d0ef9e672e,0.8431372549019608,Female,0.07142857142857142,Fiber optic,Yes,Yes,0.7782424926420148,0.0591262225452461,Yes,No,False,False,True,False,False,True,False,False,True,False
41347538-6a05-4424-a07e-6841409bb249,0.47058823529411764,Female,0.6428571428571429,DSL,No,Yes,0.17234282679413138,0.26935950340861947,Yes,Yes,True,False,False,True,False,False,False,True,False,False
96fc0d97-77b2-4e53-9d7d-e79d0e629b83,0.5030496196232563,Male,0.5857142857142857,Unknown,Yes,No,0.8156409745734583,0.6348820164915686,Yes,Yes,True,True,False,True,False,False,False,False,False,True
b2718b43-0ef8-4955-af40-9951cb4bba8f,0.5030496196232563,Male,0.9142857142857143,Fiber optic,No,No,0.2961561441943837,0.5118394785520604,Yes,Yes,False,False,False,True,False,False,False,False,True,False
b8f92096-6c62-4737-9eaa-eb2ec85c341a,0.8039215686274509,Female,0.8285714285714286,DSL,Yes,No,1.0000000000000002,0.9999999999999999,Yes,Yes,True,False,False,True,False,False,False,False,False,True
503651fc-b5e5-42fd-a046-877d897dfb69,0.5294117647058824,Female,0.7285714285714286,Fiber optic,Yes,Yes,0.35656907654517694,0.4460945866617056,Yes,Yes,True,True,False,True,False,False,True,False,False,False
3476d401-cf6b-4ac1-9a2d-4227593dbd62,0.2941176470588236,Male,0.6571428571428571,Fiber optic,No,Yes,1.0000000000000002,0.3381407769345526,No,Yes,False,True,False,True,False,False,True,False,False,False
46a35781-1cb4-429b-b553-b85916fce652,0.27450980392156865,Male,0.0857142857142857,Fiber optic,Yes,No,0.20443028170572491,0.013678497630497735,No,Yes,True,False,False,False,True,False,False,False,True,False
879b0673-f23d-461b-9cfc-053ad9c351e8,0.9019607843137255,Male,0.14285714285714285,Unknown,No,No,0.6683706211688685,0.11608970595937287,Yes,No,False,False,True,True,False,False,False,False,False,True
bf5a87cb-7b7d-459d-a372-7936530e2b1d,0.9803921568627451,Female,0.8571428571428572,Fiber optic,Yes,No,0.06058996658478838,0.2710560214018315,Yes,Yes,True,False,False,True,False,False,False,False,True,False
973180ed-fff5-47ed-aaef-c22623ac0f1b,0.8431372549019608,Female,0.9571428571428572,Unknown,No,Yes,0.9948881364933946,0.9999999999999999,No,No,False,False,False,False,True,False,False,True,False,False
58b307bd-9204-4e16-8f66-e29ef2a72260,1.0,Female,0.34285714285714286,Fiber optic,No,Yes,0.26539644603775253,0.16641331355347583,No,Yes,True,True,False,True,False,False,False,False,True,False
3eec98ad-f31e-4ab4-bcf7-a04bb6b12090,0.5030496196232563,Male,0.15714285714285714,DSL,Yes,Yes,0.26661355639646817,0.05762731034101617,Yes,Yes,False,False,False,True,False,False,True,False,False,False
adc22f7f-8ded-4752-bdb5-17962b0b00ce,0.7058823529411765,Male,0.35714285714285715,Fiber optic,No,Yes,0.0,0.0668328483155472,Yes,Yes,True,False,False,True,False,False,False,False,True,False
51659a9b-e55d-496a-90c5-27dfbc394cf1,0.9803921568627451,Female,0.15714285714285714,Fiber optic,Yes,Yes,0.21195423665051233,0.05168949736477416,No,Yes,False,False,False,True,False,False,False,False,True,False
99e16c7b-c995-4fab-ac08-3575571f87bc,0.11764705882352944,Female,0.6,Fiber optic,No,No,0.40337250215760473,0.39281653153965107,Yes,Yes,False,True,False,False,True,False,False,True,False,False
8282b377-1276-4472-ba8e-a352ee13aae0,0.3921568627450981,Male,0.7142857142857143,Unknown,Yes,Yes,0.3487131824116489,0.9999999999999999,Yes,Yes,True,False,False,True,False,False,False,False,True,False
620e28f8-00ec-4b30-9d25-ea297cb702ed,0.1568627450980392,Male,0.5142857142857143,Fiber optic,No,Yes,0.24182876363716838,0.2458428079686221,Yes,Yes,True,False,False,False,False,True,False,False,True,False
a0278ed3-8bfe-4532-bd5c-6389c9bec207,0.7450980392156864,Male,0.6428571428571429,Unknown,Yes,No,0.0,0.1469033566315378,Yes,No,True,False,False,False,False,True,False,False,True,False
33301cf8-3182-42c4-a255-5e6c5f3bbc61,0.33333333333333337,Male,0.7428571428571429,Fiber optic,Yes,Yes,0.2723671690013057,0.3916935522998261,Yes,Yes,False,False,False,True,False,False,False,False,False,True
f813f953-0f1a-4630-b405-5fe40e484474,0.05882352941176472,Female,0.17142857142857143,Fiber optic,Yes,No,0.8009250038726239,0.17033972451503843,Yes,No,False,True,False,False,False,True,True,False,False,False
75677f11-7b36-4142-955c-a956d7a8cc8d,0.47058823529411764,Male,0.7571428571428571,Fiber optic,Yes,Yes,0.4252804886144859,0.5181982079243455,No,No,True,False,False,True,False,False,False,False,True,False
e4add2cd-866c-44af-9a9c-1cd3c6187d4e,0.2549019607843137,Male,0.8,Fiber optic,No,Yes,0.261523822169112,0.4148825113093166,No,No,False,False,False,True,False,False,True,False,False,False
a40f7aff-c09e-43ba-9e32-941210fb4df5,0.9607843137254902,Male,0.04285714285714286,Unknown,Yes,No,0.2770143176436743,0.0,No,Yes,False,False,False,True,False,False,False,False,True,False
3e48da8d-ac6d-473d-a1fe-900b7196f861,0.1568627450980392,Female,0.6857142857142857,Fiber optic,Yes,No,0.5531877226758726,0.5607187966803512,Yes,No,True,True,False,True,False,False,False,True,False,False
f5c64c1f-a0c4-4b04-ad56-2068775cf28e,0.4901960784313726,Female,0.0857142857142857,DSL,Yes,Yes,0.2742481577375025,0.023284066836382726,Yes,Yes,False,True,False,False,True,False,False,True,False,False
e1aba49f-ebaf-4f34-9d2e-9765178d747c,0.5030496196232563,Male,0.14285714285714285,Fiber optic,Yes,No,0.6377215694084843,0.11252476900204578,No,Yes,False,True,True,True,False,False,False,True,False,False
84cd4ba7-d687-484b-a365-329169802a5a,0.37254901960784315,Male,0.7571428571428571,Fiber optic,Yes,Yes,1.0000000000000002,0.9970998539002401,No,Yes,False,False,False,False,False,True,False,True,False,False
7ca49fa4-1846-4f56-a5a1-e8c67b77229c,0.5294117647058824,Male,0.6285714285714286,DSL,No,Yes,0.0,0.13672746177452566,Yes,No,True,True,False,False,True,False,False,False,True,False
4e3c646d-e891-41b1-88f8-38e9dcc81da9,0.9019607843137255,Female,0.3142857142857143,DSL,No,Yes,0.12642457235167853,0.09853331521143657,Yes,Yes,True,False,False,True,False,False,False,False,True,False
91468da0-391d-4369-897e-06543db0ba69,0.11764705882352944,Female,0.3857142857142857,Fiber optic,Yes,Yes,0.13793179756135343,0.1357137280115363,Yes,No,True,False,False,False,True,False,True,False,False,False
88298517-dcdf-4ef8-8854-27e8eeaae6ec,0.5030496196232563,Female,0.8,Fiber optic,Yes,No,0.4344641395029764,0.559027098340529,Yes,Yes,False,True,False,False,False,True,False,False,True,False
1ac28457-bc7d-469a-be10-335f0fa3c8af,0.13725490196078433,Male,0.35714285714285715,Fiber optic,Yes,No,0.0,0.0680233027028295,Yes,No,False,True,False,True,False,False,False,False,True,False
027e85cc-3f3f-42e5-b009-9c0d53c4c193,0.9019607843137255,Female,0.34285714285714286,DSL,Yes,No,0.46810064396202616,0.23572956860567748,No,No,True,False,False,True,False,False,False,False,True,False
8211749c-1420-4003-ab84-d9b69e678eed,0.6666666666666666,Male,0.7571428571428571,DSL,Yes,No,0.9675584766204166,0.9419887239389292,Yes,No,True,True,False,True,False,False,False,False,False,True
201ff65e-254c-4306-b048-b8b11ade1875,0.2549019607843137,Male,0.39999999999999997,Fiber optic,No,Yes,0.0,0.06513311722007534,No,Yes,True,False,False,True,False,False,False,False,False,True
638c1901-a0b8-4572-9a4b-04d2d2b74f27,0.3137254901960784,Male,0.49999999999999994,Fiber optic,Yes,No,0.34351280178804583,0.29045512629580394,No,No,False,True,False,True,False,False,False,False,True,False
e5eeaa3f-2f42-4352-8824-436a047d8acf,0.6862745098039217,Female,0.1857142857142857,DSL,No,No,0.7816725309256678,0.17863916765228577,Yes,No,True,False,False,True,False,False,False,False,True,False
1fed8d93-e286-4ef2-854f-45be9b4f885f,0.9607843137254902,Male,0.4857142857142857,Fiber optic,Yes,No,0.11071278408462243,0.163588996667049,No,Yes,False,True,False,False,True,False,True,False,False,False
9fe25f05-f566-4112-bbee-65854cee0df7,0.7647058823529412,Female,0.41428571428571426,Fiber optic,Yes,No,0.02562570537077613,0.09802243195211707,No,Yes,False,False,False,False,True,False,False,False,True,False
6257a2d6-2fb4-4a72-a2ed-27005061f983,0.05882352941176472,Female,0.22857142857142856,DSL,Yes,No,0.6377215694084843,0.19407330435757714,Yes,No,False,False,False,True,False,False,False,True,False,False
96cdf9b9-b0ae-4ae8-b190-36ac60a6895d,0.019607843137254943,Male,0.9428571428571428,DSL,Yes,Yes,0.0,0.1924828187389409,Yes,Yes,False,False,False,True,False,False,False,False,True,False
eb096f7d-0a56-4a48-afc6-43eebcb26715,0.09803921568627455,Male,0.41428571428571426,DSL,Yes,No,0.8269269069906395,0.4466986498865614,No,No,True,True,False,True,False,False,True,False,False,False
13641684-9e1b-4303-a72f-b389cbce798f,0.8039215686274509,Female,0.6285714285714286,Unknown,No,No,0.01378654097236054,0.16025058341904283,No,Yes,False,False,False,True,False,False,False,False,False,True
eec5ba6b-134c-4ad9-aebe-68462a4290f8,0.05882352941176472,Male,0.7142857142857143,Fiber optic,Yes,No,0.5199938038018102,0.5587812960176488,No,No,False,True,False,True,False,False,False,False,True,False
98634576-8797-4455-bacf-6bc669f301ac,0.5490196078431373,Female,0.6571428571428571,Fiber optic,No,Yes,0.7586580805063181,0.6766041493359962,Yes,Yes,False,False,False,False,False,True,False,False,False,True
83f91e31-8b22-494a-a7d7-cb58c4da64f2,0.33333333333333337,Male,0.7428571428571429,Fiber optic,Yes,Yes,0.2075283808006374,0.34353236252661645,Yes,Yes,True,False,False,True,False,False,False,False,False,True
b779d796-3a0f-4681-aa0c-64c2eabfd21d,0.4901960784313726,Female,0.9,Fiber optic,Yes,No,0.054283121998716544,0.2766837700099959,Yes,Yes,True,True,False,True,False,False,False,True,False,False
741e18d4-4d99-4a28-9b62-15ce5a034d2e,0.8431372549019608,Female,0.5285714285714286,Fiber optic,Yes,Yes,0.13405917369271286,0.1952669718471193,Yes,No,False,True,False,True,False,False,True,False,False,False
9d4e2935-ab03-4651-bdfb-95c96cae35e3,0.6470588235294118,Female,0.9,Fiber optic,Yes,No,0.8854588506052359,0.9999999999999999,No,Yes,False,True,False,False,False,True,False,False,True,False
d0600be2-a69e-4b21-a1c4-77bb1cd771e5,0.17647058823529416,Female,0.0857142857142857,DSL,Yes,Yes,0.7207063665936402,0.06840887497401402,No,No,False,True,True,False,True,False,False,False,True,False
2f03382b-77d0-4119-b9d0-fbb26b1d0c1a,0.6862745098039217,Male,0.3,Fiber optic,Yes,Yes,0.15895461284825957,0.10589935214219134,No,No,False,False,False,True,False,False,False,False,True,False
5abb4990-80eb-4b3f-b619-6c435a99df09,0.2549019607843137,Male,0.5714285714285715,Fiber optic,Yes,Yes,0.7321029454070682,0.5700143015181587,No,Yes,False,True,False,True,False,False,False,False,True,False
281e90c9-68b6-4c49-a198-95f061a33e8a,0.5882352941176471,Female,0.12857142857142856,Fiber optic,Yes,Yes,0.7238044656885527,0.11347102761757785,No,Yes,True,False,True,True,False,False,False,False,False,True
e4a8f175-f9fb-4ef0-a160-3c39397b86bc,0.9215686274509803,Female,0.8,Fiber optic,Yes,Yes,1.0000000000000002,0.9999999999999999,No,Yes,False,True,False,True,False,False,False,True,False,False
387a18dd-9ce0-4b6c-b609-05a7b60a8380,0.27450980392156865,Male,0.0857142857142857,DSL,Yes,Yes,0.37305538958596124,0.031430887616286186,No,Yes,False,False,False,False,False,True,False,False,False,True
cd9d67eb-7849-4f86-8659-60d6938226f6,0.13725490196078433,Male,0.7000000000000001,Fiber optic,Yes,Yes,0.8967447830224171,0.8203342461756852,Yes,Yes,False,True,False,False,True,False,True,False,False,False
a8656a22-0901-4064-9e4b-b6dd9763223f,0.2549019607843137,Male,0.7285714285714286,Fiber optic,No,Yes,0.43368961472924833,0.5003060479902527,No,No,False,True,False,False,True,False,True,False,False,False
cc73d943-473d-4cb9-bb27-e392ddca8697,0.43137254901960786,Male,0.45714285714285713,Unknown,Yes,Yes,0.9331474473876387,0.5459160345691245,Yes,No,True,False,False,True,False,False,False,True,False,False
f2c1166b-e5b8-4fc4-84fc-20680cc14d08,0.7647058823529412,Male,0.0,Fiber optic,No,Yes,0.04111620084533851,0.0,Yes,Yes,True,False,False,True,False,False,False,False,True,False
a9a05c49-232f-45fc-8a1b-2331b55c8aaa,0.3921568627450981,Male,0.7428571428571429,Fiber optic,Yes,Yes,0.13372723450397223,0.28616563477887585,Yes,No,False,False,False,False,False,True,True,False,False,False
aefbb0c0-b0d9-4766-8e40-fec29a4f0516,0.2941176470588236,Female,0.8428571428571429,Fiber optic,No,No,0.8802584699816327,0.975996198257406,Yes,No,True,False,False,True,False,False,False,True,False,False
3b24b245-2289-45ab-92ea-c9b30af15fcc,0.8627450980392156,Male,0.4714285714285714,Unknown,Yes,Yes,0.8462900263338424,0.5220844551076598,No,No,False,False,False,False,False,True,False,False,True,False
fd331740-fac6-4e84-88f2-06742c9c0030,0.33333333333333337,Male,0.04285714285714286,Fiber optic,No,Yes,0.27767819602115557,0.0,Yes,No,False,False,False,True,False,False,False,False,True,False
3a46e4ed-ce41-42b3-af5f-c4627e92bdc7,0.5030496196232563,Female,0.22857142857142856,Fiber optic,Yes,No,0.6001017946845473,0.1837753116146899,No,No,True,True,False,True,False,False,False,True,False,False
b715a4ba-26ca-4861-9368-1524a72e077e,0.4509803921568628,Male,0.04285714285714286,Fiber optic,No,Yes,0.3632078603199895,0.00604416666104373,Yes,Yes,False,True,False,False,True,False,True,False,False,False
ecee093d-dd91-4594-9e9c-0f678c8d6a13,0.4901960784313726,Male,0.6,Fiber optic,Yes,No,0.0,0.11146605180741823,Yes,No,True,False,False,True,False,False,False,False,True,False
208ce1fb-eb53-4771-81cc-26afa5d0e012,0.47058823529411764,Male,0.04285714285714286,Unknown,Yes,No,0.0,0.0,Yes,No,False,False,False,True,False,False,False,False,False,True
e2020c38-7079-4e0d-b9af-a2d4ec6c62d3,0.8627450980392156,Male,0.0,DSL,Yes,Yes,0.0,0.0,No,Yes,True,False,False,True,False,False,False,False,False,True
27dc3c79-dde8-484b-9e93-d93e17995c8d,0.7843137254901961,Male,1.0,DSL,Yes,Yes,0.5971143419858815,0.8730933852827706,No,Yes,False,True,False,False,True,False,False,False,False,True
b7deaab8-8d3b-4913-87c4-53e33ac53d50,0.5490196078431373,Female,0.7000000000000001,Unknown,Yes,Yes,0.24868884020447463,0.34771582166896875,Yes,Yes,False,False,False,True,False,False,False,False,True,False
c9e5916a-6ec4-440e-af82-84448615e022,0.27450980392156865,Male,0.8571428571428572,Fiber optic,Yes,Yes,0.09898426608245375,0.30108246202032796,Yes,Yes,False,False,False,True,False,False,False,False,True,False
4b5267df-ec39-4a15-b86e-ece720967f47,0.8627450980392156,Female,0.4857142857142857,Fiber optic,Yes,Yes,0.9810573369625353,0.6078228758100631,No,Yes,False,False,False,False,True,False,True,False,False,False
a98e626c-377a-4344-a65f-fd908b8717de,0.0,Female,0.09999999999999999,Fiber optic,No,Yes,0.07397818053066019,0.008423468884478369,Yes,No,False,True,False,True,False,False,True,False,False,False
83e61b84-e4bd-4ab0-a280-6d639f282e89,0.47058823529411764,Male,0.32857142857142857,DSL,Yes,No,0.6855208125871342,0.30301835613190037,Yes,No,False,False,False,False,False,True,False,True,False,False
55909f8c-ffc4-448b-a567-b0efb4fbca5b,0.11764705882352944,Female,0.49999999999999994,Fiber optic,No,Yes,0.9291641771227512,0.5969143936378004,Yes,Yes,False,False,False,True,False,False,False,False,True,False
f1e829c9-eb31-4196-b279-86c0035ce076,0.1568627450980392,Male,0.7000000000000001,Fiber optic,Yes,Yes,0.12100289893558175,0.258144169970539,Yes,Yes,False,False,False,False,True,False,False,True,False,False
def5d28f-f593-437e-b61c-0b86ca5393f9,0.5030496196232563,Female,0.6,Fiber optic,Yes,No,0.17732191462524066,0.2521967176875174,Yes,No,False,False,False,True,False,False,False,False,True,False
067a8b44-349b-475e-b9c9-26c556215977,0.0,Female,0.3714285714285714,Fiber optic,No,Yes,1.0000000000000002,0.3012640022980107,Yes,Yes,True,False,False,False,True,False,False,False,False,True
e655eb25-b06b-4063-9390-9af6809e42d2,0.8431372549019608,Male,0.44285714285714284,Unknown,No,Yes,0.5022903804023104,0.32907982856171575,No,Yes,False,True,False,False,True,False,False,True,False,False
0b264f5f-8236-4b4e-89cf-1264f1c43cd6,0.13725490196078433,Male,0.24285714285714283,DSL,No,Yes,0.5162318263294163,0.17363315433140641,No,No,True,False,False,False,False,True,False,False,False,True
67ead613-3ad2-4f5a-bc3c-cefcf4282e9f,0.4509803921568628,Male,0.3857142857142857,Unknown,Yes,Yes,0.5535196618646132,0.3030826181770978,No,Yes,True,False,False,True,False,False,False,False,True,False
2915331f-7afd-41ed-80f9-7a2a1fdc5c30,0.1960784313725491,Male,0.39999999999999997,DSL,Yes,No,0.9907942198322601,0.5047722601314737,No,Yes,True,True,False,True,False,False,False,False,True,False
dab3fe5c-a24a-4153-814f-9ebf6130ba82,0.9803921568627451,Male,0.21428571428571427,Fiber optic,Yes,Yes,0.0,0.03054085829030185,No,Yes,True,True,False,False,True,False,False,False,False,True
dd452761-8b48-4fe6-a3c5-85bc036e7f28,0.3137254901960784,Female,0.6571428571428571,Unknown,Yes,Yes,0.7811192989444335,0.6911096994881848,No,No,False,False,False,True,False,False,True,False,False,False
8dc63270-6327-4a01-80b1-bddd40c408dd,0.13725490196078433,Female,0.8285714285714286,Fiber optic,Yes,Yes,0.1970169731571843,0.3746512579134692,No,No,True,False,False,True,False,False,False,True,False,False
b4aff24a-3e7b-4f55-8719-780c1269c2de,0.6666666666666666,Female,0.42857142857142855,Fiber optic,No,Yes,0.3532496846577707,0.2521276359889302,Yes,Yes,False,False,False,False,False,True,True,False,False,False
ed44749a-2ebd-43c6-89de-06c8f17ca94f,0.6666666666666666,Female,0.04285714285714286,Fiber optic,No,Yes,0.038571333731660384,0.0,Yes,Yes,False,True,False,True,False,False,False,True,False,False
66cf4b44-bc8a-429d-86ef-a24e00621c3e,0.6274509803921569,Female,0.5142857142857143,Fiber optic,Yes,No,0.43280444355927333,0.3460048447155874,No,No,False,False,False,False,False,True,True,False,False,False
d7b7c929-ae24-4b3e-86e9-7ff464533350,0.07843137254901966,Female,0.22857142857142856,DSL,Yes,No,0.8295824205005644,0.23926237454040586,No,No,False,False,False,True,False,False,False,True,False,False
01d6c8ff-e38b-4c7e-9863-a3fbcd1bf8fd,0.8039215686274509,Female,0.5428571428571429,Unknown,No,Yes,0.048972094978866565,0.15550161827895317,No,No,True,False,False,False,True,False,False,False,True,False
746fe7ea-0d00-4fd7-bd93-03a7f36466cb,0.7450980392156864,Male,0.6714285714285715,Fiber optic,Yes,Yes,0.2447055699395871,0.3337468595941787,No,No,False,False,False,True,False,False,False,True,False,False
6cb6367c-4d46-4c8e-89f6-ff64f57a80f0,0.7843137254901961,Male,0.6428571428571429,Fiber optic,Yes,No,0.3525858062802895,0.3872803563458929,Yes,No,False,False,False,True,False,False,False,False,True,False
9bf75152-764f-4fb6-817c-12d71b2086fe,0.5294117647058824,Female,0.6714285714285715,Fiber optic,Yes,Yes,0.05472570758370404,0.2002296082874904,Yes,No,True,True,False,False,False,True,False,True,False,False
80ec038a-07b5-49a9-9437-33bfad4b4fc6,0.11764705882352944,Female,0.5428571428571429,DSL,Yes,Yes,0.7832215804731242,0.566961854371281,No,No,True,False,False,True,False,False,False,False,True,False
3771a567-9c35-4cf3-9006-3a0f31d62b70,0.1568627450980392,Male,0.04285714285714286,DSL,No,Yes,0.8104405939498551,0.029154404665167423,Yes,No,True,False,True,False,False,True,True,False,False,False
9c37124f-6d2b-4fcf-a63e-03ecac1bdd50,0.13725490196078433,Male,0.41428571428571426,Fiber optic,Yes,Yes,0.8646573281108236,0.4651273978980527,Yes,No,True,True,False,False,True,False,True,False,False,False
a63dcd79-149c-4436-ba72-4a4eee88ae61,0.21568627450980393,Male,0.41428571428571426,Fiber optic,Yes,Yes,0.5858284095687003,0.34435009705175373,No,Yes,False,False,False,True,False,False,False,True,False,False
f37934ec-7684-4abc-a2db-5055b47f05fe,0.6470588235294118,Male,0.3,Fiber optic,Yes,No,0.5009626236473479,0.21248759340889906,Yes,No,True,True,False,False,False,True,True,False,False,False
9908adeb-3283-406a-a91e-1fdf391d7c0c,0.5030496196232563,Female,0.9285714285714286,Unknown,No,No,0.23032153842749342,0.4535216725353979,No,No,False,False,False,True,False,False,False,False,True,False
7bdbbbc2-db21-48e2-a57a-edc262676b91,0.9215686274509803,Male,0.15714285714285714,DSL,No,Yes,0.6647192900927217,0.12979840675111343,No,No,False,False,False,False,False,True,False,False,False,True
d1265bfc-fa95-471f-b5a1-3eda14936e91,0.43137254901960786,Female,0.49999999999999994,Fiber optic,Yes,Yes,0.4316979795968045,0.3362016697207203,Yes,Yes,True,False,False,True,False,False,False,False,True,False
53bbdbfd-c8df-489a-aba1-f30d3627d261,0.4509803921568628,Female,0.24285714285714283,DSL,Yes,No,1.0000000000000002,0.3018375410513977,Yes,No,False,False,False,False,False,True,False,False,True,False
01aa3711-4d9f-411e-81c1-d2aebb8b6187,0.7058823529411765,Female,0.7428571428571429,Fiber optic,Yes,Yes,1.0000000000000002,0.9601764892809301,Yes,No,True,False,False,False,True,False,False,False,True,False
