Age,Tenure,MonthlyCharges,TotalCharges,OnlineSecurity,TechSupport,TotalServiceUsage,ContractLength
0.3529411764705882,0.0142857142857142,0.9321516298214167,0.0014365780203884,1,0,3,12
0.823529411764706,0.9714285714285714,0.0947797030250724,0.3412928302514862,1,0,3,1
0.7450980392156864,0.9285714285714286,0.3456150833167364,0.5641246850758147,1,1,2,1
0.2156862745098039,0.2571428571428571,0.0591515634335789,0.0605448071929792,0,0,1,1
0.5490196078431373,0.1428571428571428,0.6664896324326719,0.1160623945901639,0,1,2,1
0.3137254901960784,0.0428571428571428,0.2062006240456748,0.0,1,1,3,1
0.4901960784313726,0.1999999999999999,0.3078846621965523,0.0921167499984737,1,0,3,1
0.0588235294117647,0.6714285714285715,0.6059660536856315,1.0,0,0,3,1
0.3137254901960784,0.5142857142857143,0.0,0.0916428174151427,0,1,3,1
0.5882352941176471,0.0857142857142857,0.7608710084312555,0.0718195830228673,0,0,1,12
0.5882352941176471,0.8,0.9156653167806326,0.95718509107699,0,0,2,1
0.8627450980392156,0.0,0.0,0.0,1,0,3,1
0.1176470588235294,0.6,0.4033725021576047,0.392816531539651,0,1,2,12
0.2745098039215686,0.8714285714285714,0.4692071079244949,0.6387056081808153,0,1,2,12
0.0980392156862745,0.6857142857142857,0.6994622585142403,0.6634175776614848,1,1,3,12
0.0196078431372549,0.3571428571428571,0.8672021952245015,0.3979141182749367,1,0,3,24
0.0196078431372549,0.9142857142857144,0.2100732479143154,0.4276802976103837,0,1,2,1
0.6274509803921569,0.6,0.8634402177521079,0.6790541398091481,0,0,3,1
0.3725490196078431,0.3999999999999999,0.8084489588174115,0.4254391587841235,0,1,3,1
0.7058823529411765,0.7285714285714286,1.0000000000000002,0.9497596117544276,1,1,4,1
0.7254901960784313,0.9142857142857144,0.2003363650445905,0.4188330205378283,0,1,1,24
0.6666666666666666,0.6571428571428571,0.0308260859943791,0.1744589216121933,0,1,3,12
0.5098039215686275,0.8,0.0,0.1582584600179226,0,1,2,1
0.9411764705882354,0.4999999999999999,0.4521675629024763,0.3469912671093678,0,0,2,1
0.4901960784313726,0.4571428571428571,0.6092854455730379,0.3938752487342786,0,0,4,24
0.7843137254901961,0.5285714285714286,0.1940295204585186,0.2254460348229596,0,0,1,1
0.2156862745098039,0.0714285714285714,0.2918409347407555,0.0154344580155173,1,0,3,24
0.2352941176470588,0.9571428571428572,0.7822257629069023,1.0,0,0,2,12
0.3137254901960784,0.4285714285714285,0.0,0.0752335041739804,1,0,4,1
0.1764705882352941,1.0,0.1456770452986346,0.4036623582178463,0,0,2,1
0.7254901960784313,0.1571428571428571,0.1838500520038062,0.0447925733639606,0,1,3,1
0.8039215686274509,0.1285714285714285,0.3592245900551019,0.058604093428017,0,0,3,24
0.7647058823529412,0.4142857142857142,0.0256257053707761,0.098022431952117,0,0,2,12
0.1176470588235294,0.8285714285714286,0.245590741109562,0.415444804204794,1,1,2,12
0.5098039215686275,0.4857142857142857,0.3317842837858771,0.277479012819314,0,0,2,12
0.7647058823529412,0.3857142857142857,0.3235964504636084,0.2135832612795151,1,1,2,1
1.0,0.9285714285714286,0.3117572860651929,0.5335086401926319,1,1,2,12
0.2941176470588236,0.7571428571428571,0.7367500940494369,0.7651909851917755,0,0,1,1
0.5030496196232563,0.9142857142857144,0.2961561441943837,0.5118394785520604,0,0,2,1
0.1960784313725491,0.2571428571428571,0.1595078448294939,0.087544505482677,1,1,3,1
0.8627450980392156,0.7857142857142857,1.0000000000000002,1.0,1,0,4,1
0.4313725490196078,0.9285714285714286,0.1919272389298281,0.4205825547183281,0,1,3,1
0.9215686274509804,0.4142857142857142,0.4104538715174047,0.26635203969338,0,0,2,24
0.6862745098039217,0.0,0.76850560977229,0.0,0,1,0,24
0.1764705882352941,0.9714285714285714,0.644139060390803,0.8909421683363551,0,0,2,1
0.8431372549019608,0.2285714285714285,0.9983181747770478,1.0,0,0,1,1
0.0392156862745098,0.8142857142857143,0.08460023457036,0.2737453879933437,0,0,2,1
0.6274509803921569,0.5428571428571429,0.3941888512691142,0.3434664939302891,0,1,3,1
0.9803921568627452,0.4428571428571428,0.4413242160702826,0.3021251137036562,0,1,2,1
0.3137254901960784,0.3571428571428571,0.9315983978401824,0.4217955008214295,0,0,2,24
0.5098039215686275,0.5857142857142857,0.585164531191219,0.4924837505385961,0,1,1,24
0.6470588235294118,0.3857142857142857,0.5549580650158223,0.3089208249832837,0,0,1,1
0.4705882352941176,0.7857142857142857,0.1652614574343314,0.3271005575696351,1,1,2,24
0.7843137254901961,0.1142857142857142,0.6351767022948063,0.0855796934507658,1,0,3,12
0.1568627450980392,0.1142857142857142,0.8764964925092391,0.1176368146975008,1,1,4,24
0.5294117647058824,0.6285714285714286,0.0,0.1367274617745256,1,1,2,12
0.5686274509803921,0.9857142857142858,0.2730310473787868,0.5306329136700471,0,0,3,1
0.2549019607843137,0.0142857142857142,0.2027705857620217,0.0,0,0,3,24
0.0980392156862745,0.3857142857142857,0.0,0.0566714124187044,0,1,2,24
0.6274509803921569,0.5428571428571429,0.1861736263249906,0.2262284252232383,0,0,3,1
0.5882352941176471,0.3,0.3980614751377548,0.1835295092918097,1,0,4,1
0.9803921568627452,0.6428571428571429,1.0000000000000002,0.8373010326589352,0,0,2,1
0.7254901960784313,0.3571428571428571,0.5961185244196596,0.295191239026854,1,1,3,24
0.3725490196078431,0.4285714285714285,0.0,0.0664713743113116,0,1,2,1
0.8039215686274509,0.7285714285714286,0.1371572727876253,0.2794277593399259,0,0,3,12
0.7450980392156864,0.1999999999999999,0.0,0.024572520842591,1,1,2,24
0.4117647058823529,0.7714285714285715,0.1011971940073912,0.2693161265281112,0,0,1,1
0.6666666666666666,0.4714285714285714,0.1913740069485937,0.1976462740705539,1,1,3,1
0.8039215686274509,0.8428571428571429,0.2995861824780367,0.4699406250833398,1,0,4,1
0.1176470588235294,0.9,0.2305428312199872,0.4397487096984599,0,0,2,12
0.9215686274509804,0.0571428571428571,0.0,0.0,1,0,2,1
0.0392156862745098,0.3571428571428571,0.5527451370908851,0.2820914211133591,0,1,2,1
0.0980392156862745,0.4999999999999999,0.0240766558233198,0.1253305880587625,0,0,2,1
0.5686274509803921,0.1714285714285714,0.349487707185377,0.0847539261699789,0,1,2,24
0.1372549019607843,0.4999999999999999,0.8580185443360111,0.5642644550241191,1,0,2,1
0.0588235294117647,0.5285714285714286,0.5752063555290006,0.4355507915959382,0,0,3,12
0.1960784313725491,0.3,0.0901325543827038,0.0867251644064098,0,1,2,12
0.1176470588235294,0.8285714285714286,0.0698842638695257,0.2650378808690927,1,0,3,1
0.0588235294117647,0.5571428571428572,0.92318927172542,0.6647879657753198,0,0,3,1
0.4705882352941176,0.7000000000000001,0.3400827635043926,0.4154303452446247,1,1,3,1
0.5686274509803921,0.3142857142857143,0.3965124255902986,0.1927719979423293,1,0,2,1
0.2745098039215686,0.6,0.6116090198942221,0.5237440224248832,0,1,2,1
0.3333333333333333,0.8,0.4685432295470137,0.5864091557991514,0,1,3,24
0.5294117647058824,0.2142857142857142,0.6338489455398439,0.1787966096630194,0,1,2,12
0.9803921568627452,0.3142857142857143,0.291398349155768,0.1602666489303422,0,1,2,24
0.4117647058823529,0.0999999999999999,0.1652614574343314,0.0184033645036383,1,0,2,12
0.823529411764706,0.2857142857142857,0.800150479098896,0.2960105801031212,0,0,4,1
0.5030496196232563,0.1714285714285714,0.0,0.0163598314663602,1,0,1,24
0.4509803921568628,0.4714285714285714,0.5810706145300848,0.3872273401586051,1,1,4,1
0.6470588235294118,0.9142857142857144,0.444532961561442,0.6490726826222898,0,1,3,24
0.0588235294117647,0.5857142857142857,0.9032729204009826,0.6856522452997935,0,1,3,1
0.2156862745098039,0.6857142857142857,0.253557281639337,0.3464691379921388,0,0,2,12
0.5294117647058824,0.3999999999999999,0.7786850782270023,0.4107376093940827,1,0,3,12
0.5030496196232563,0.7857142857142857,0.2354112726548496,0.3862618029295138,0,0,3,1
0.0980392156862745,0.2571428571428571,0.9296067627077388,0.298336866139268,0,0,3,1
0.3137254901960784,0.9,0.7214808913673683,0.8991982345930942,0,0,1,1
0.5294117647058824,0.6,0.3014671712142335,0.3311763777862817,0,0,2,24
0.9019607843137256,0.8714285714285714,0.7938436345128239,0.9341583937316228,1,1,3,12
0.3725490196078431,0.7000000000000001,0.9217508685742106,0.8395550238942349,0,0,3,12
0.7843137254901961,0.3428571428571428,0.5884839230786254,0.2802374611094135,1,0,1,1
0.3921568627450981,0.9714285714285714,0.248246254619487,0.4961531133193692,0,0,1,1
0.9019607843137256,0.4142857142857142,0.4342428467104827,0.2772733742746823,1,1,2,1
0.0,1.0,0.040673615260351,0.2986324715471761,1,1,4,1
0.5882352941176471,0.0,0.1820797096638562,0.0,0,0,0,1
0.9019607843137256,0.7000000000000001,0.8396512425590299,0.7781140824809776,1,1,1,1
0.9411764705882354,0.2571428571428571,0.9904622806435196,0.3176958072549921,0,1,3,12
0.4705882352941176,0.2285714285714285,1.0000000000000002,0.2845606902000702,0,0,4,24
0.9019607843137256,0.0714285714285714,0.9755250171501916,0.0762488444880997,0,0,2,12
0.6274509803921569,0.5428571428571429,0.3517006351103144,0.3247871239425278,0,1,3,12
0.5030496196232563,0.1999999999999999,0.4097899931399234,0.1150245625602255,1,0,2,24
0.4313725490196078,0.8714285714285714,0.9635752063555292,1.0,1,0,2,1
0.6274509803921569,0.2714285714285714,0.698798380136759,0.2509677060731167,0,1,2,24
0.6862745098039217,0.2714285714285714,0.0642412976609352,0.066911569320914,0,0,2,12
0.3529411764705882,0.0,0.0592622098298258,0.0,0,1,2,24
0.0196078431372549,0.9428571428571428,0.0,0.1924828187389409,0,0,4,1
0.5030496196232563,0.5714285714285715,0.3650888490561862,0.3478925422932618,1,0,0,1
0.0980392156862745,0.5285714285714286,0.0407842616565978,0.1411470839329785,0,0,3,1
1.0,1.0,0.5587200424882162,0.8297582751038876,0,0,3,1
0.7058823529411765,0.0285714285714285,0.2802230631348337,0.0,0,0,2,24
0.6666666666666666,0.9571428571428572,0.5995485627033128,0.8329504921990696,1,1,2,1
0.7058823529411765,0.9285714285714286,0.0,0.2051070975179748,0,1,3,12
0.5882352941176471,0.4142857142857142,0.0359158202217353,0.102737659518478,0,0,3,1
0.8039215686274509,0.8428571428571429,0.3594458828475956,0.5223238312260202,1,1,3,24
0.7058823529411765,0.8142857142857143,0.8733983934143266,0.9390358829621076,1,0,2,12
0.9411764705882354,0.1142857142857142,0.1049591714797849,0.0158473416559108,1,0,2,12
0.7647058823529412,0.6,0.8701896479231672,0.6830191079978292,0,0,1,1
0.9411764705882354,0.7857142857142857,0.3183960698400053,0.4564214973249317,0,1,2,12
0.8039215686274509,0.8571428571428572,0.8919869879838016,1.0,1,0,2,1
0.3137254901960784,0.6857142857142857,0.0138971873686074,0.1777041548946632,1,1,0,24
0.3725490196078431,0.7000000000000001,0.0197614463696917,0.183098953588987,0,0,2,24
0.8627450980392156,0.5714285714285715,0.1870587974949656,0.245246777499416,1,1,0,24
0.5098039215686275,0.9714285714285714,0.9184314766868044,1.0,0,0,1,12
0.3725490196078431,0.0285714285714285,0.197238265949678,0.0,1,0,2,1
0.5098039215686275,0.4571428571428571,0.426940184558189,0.3037605827539306,0,0,0,24
0.9607843137254902,0.0,0.1177941534444224,0.0,1,1,3,1
0.9411764705882354,0.0428571428571428,0.7763615039058178,0.0261340885408884,1,0,2,1
0.8627450980392156,0.2142857142857142,0.0,0.0248520607391998,0,0,1,12
0.5030496196232563,0.9714285714285714,1.0000000000000002,1.0,0,0,2,1
0.9215686274509804,0.9857142857142858,0.9183208302905574,1.0,0,1,2,1
0.0196078431372549,0.3428571428571428,0.4591382858660294,0.2341985253788488,0,1,3,12
0.8039215686274509,0.7714285714285715,1.0000000000000002,0.9891859830341772,1,0,2,1
0.0588235294117647,0.5142857142857143,0.9370200712562792,0.6184903753128356,0,1,2,1
0.2352941176470588,0.0571428571428571,0.7014538936466841,0.0367951618391411,0,0,3,1
0.2156862745098039,0.1999999999999999,0.8076744340436832,0.1990455801047278,0,0,2,1
0.607843137254902,0.7714285714285715,1.0000000000000002,0.9947109123700258,0,0,3,1
0.5098039215686275,0.0714285714285714,0.450729159751267,0.0260842854558604,0,0,3,24
0.3333333333333333,0.1857142857142857,0.9834915576799664,0.2214778535320187,0,1,2,12
0.4117647058823529,0.1428571428571428,1.0000000000000002,0.1712185079831132,0,1,4,1
0.9607843137254902,0.0142857142857142,0.4997455132886322,0.0,0,0,3,12
0.2941176470588236,0.1857142857142857,0.7307751886521057,0.1730708614359289,0,0,4,24
0.7058823529411765,0.8285714285714286,0.1140321759720286,0.3066973582194529,1,1,1,12
0.2941176470588236,0.0999999999999999,0.8882250105114078,0.100093276358604,1,1,3,12
1.0,0.2714285714285714,0.6359512270685344,0.2329534482531487,1,1,3,1
0.8039215686274509,0.3999999999999999,0.9992033459470226,0.5072302833602751,0,0,1,1
0.5030496196232563,0.0428571428571428,0.293279337891965,0.0,0,0,3,1
0.6274509803921569,0.7142857142857143,0.6661576932439313,0.6672620545154208,0,0,3,12
0.6470588235294118,0.9142857142857144,0.0514063156962977,0.2808945405215571,1,0,4,24
0.1764705882352941,0.9428571428571428,0.2486888402044746,0.480465141535548,0,0,2,1
0.3529411764705882,0.9142857142857144,0.388213945871783,0.5983538634502228,0,1,3,1
0.4509803921568628,0.7428571428571429,0.5371439952200756,0.5939744050700182,0,1,3,1
0.823529411764706,0.0999999999999999,0.0322644891455885,1.638682152534099e-05,0,1,4,24
0.9019607843137256,0.2428571428571428,0.0680032751333289,0.0555146956051508,0,1,0,1
0.4901960784313726,0.5142857142857143,0.4472991214676139,0.3549549410604586,0,0,3,12
0.6862745098039217,0.8142857142857143,0.0141184801611011,0.2126964450557907,1,1,2,1
0.607843137254902,0.9428571428571428,0.1014184867998849,0.3377776963791871,1,0,2,12
0.607843137254902,0.0428571428571428,0.2393945429197371,0.0,0,1,2,24
0.8823529411764707,0.3428571428571428,0.0101352098962136,0.0727610219850095,0,0,1,1
0.5294117647058824,0.4999999999999999,0.9157759631768794,0.59418004361465,0,0,1,24
0.3529411764705882,0.9285714285714286,0.3104295293102304,0.5325222177988513,1,1,4,1
0.3921568627450981,0.8571428571428572,0.6682599747726217,0.8046334219828246,0,0,0,24
0.6862745098039217,0.3285714285714285,0.0625816017172321,0.0842430429106593,0,0,3,24
0.5294117647058824,0.0714285714285714,0.0542831219987165,0.0,0,0,2,1
0.0196078431372549,0.9857142857142858,0.135718869636416,0.3885318596761127,0,0,2,1
0.6666666666666666,0.2428571428571428,0.6235588306888844,0.2021638958479328,0,0,3,1
0.2549019607843137,0.9142857142857144,0.0514063156962977,0.2788574336887988,1,0,4,24
0.3529411764705882,0.5571428571428572,0.873951625395561,0.6371327946246084,0,1,1,1
0.3333333333333333,0.8142857142857143,0.4796078691717012,0.6028216821425737,1,0,4,1
0.5490196078431373,0.6571428571428571,0.7586580805063181,0.6766041493359962,0,0,3,24
0.7450980392156864,0.4999999999999999,0.5084865785921353,0.3781133755984804,0,1,3,1
0.0588235294117647,0.1714285714285714,0.8009250038726239,0.1703397245150384,0,1,2,24
0.607843137254902,0.1285714285714285,0.7791276638119897,0.1190634321008836,0,0,3,24
0.5030496196232563,0.0857142857142857,0.7609816548275024,0.0688619223926558,1,0,1,24
0.4509803921568628,0.6571428571428571,0.870300294319414,0.7517489718876043,0,1,3,1
0.1176470588235294,0.8714285714285714,0.9845980216424352,1.0,1,0,3,1
0.5030496196232563,0.2857142857142857,0.1751089867003032,0.1053226002865444,0,0,3,24
0.1960784313725491,0.5428571428571429,0.8678660736019828,0.6178879186391097,0,0,4,1
0.9803921568627452,0.3142857142857143,0.566797229414238,0.2480871598971421,1,0,3,1
0.1960784313725491,0.7857142857142857,0.0886941512314944,0.2649591598637258,1,0,2,1
0.7450980392156864,0.5142857142857143,0.2887428356458431,0.2690430128360221,0,1,3,12
0.0,0.5714285714285715,0.0,0.1161170173285817,1,0,1,12
0.1568627450980392,0.7571428571428571,0.0,0.1786359545500259,0,0,3,1
0.3921568627450981,0.5285714285714286,0.2784527207948837,0.2755929217927696,0,0,1,12
0.2745098039215686,0.3285714285714285,0.9141162672331764,0.3806115626055303,0,0,2,1
0.5030496196232563,0.6428571428571429,0.1253181083892098,0.2330675133833741,0,0,1,1
0.5294117647058824,0.4857142857142857,1.0000000000000002,0.6192759788153741,0,1,1,24
0.2745098039215686,0.3428571428571428,0.9278364203677888,0.4029378036582454,1,0,2,1
0.5030496196232563,0.9428571428571428,0.0,0.2174309512357109,1,1,1,12
0.0196078431372549,0.7285714285714286,0.2424926420146496,0.3598067254728642,0,0,2,24
0.7843137254901961,0.1285714285714285,0.0147823585385824,0.0066900002152778,1,0,1,1
1.0,0.1285714285714285,0.746376330522915,0.1167516050249063,0,0,2,1
0.2352941176470588,0.8428571428571429,0.3008032928367524,0.4742236903957481,0,0,4,24
0.8039215686274509,0.6285714285714286,0.0079222819712762,0.1558165023004205,1,1,4,1
0.0784313725490196,0.0142857142857142,0.4063599548562703,0.0,0,1,3,1
0.8431372549019608,0.8,0.2671667883777026,0.4155813610508386,0,0,3,1
0.9803921568627452,0.4428571428571428,0.4300382836531015,0.2979288021522644,0,1,2,1
0.5030496196232563,0.1428571428571428,0.8956383190599484,0.1514948797608937,0,1,1,1
0.2156862745098039,0.8142857142857143,0.2418287636371683,0.405440810318685,0,0,1,1
0.7647058823529412,0.1999999999999999,0.3759321958883799,0.1096956324622291,0,1,3,12
0.2745098039215686,0.2285714285714285,0.083825709796632,0.0559661364726627,1,1,4,1
0.4705882352941176,0.2571428571428571,0.1176835070481754,0.0744414744669222,0,0,3,24
0.0588235294117647,0.7428571428571429,0.0800637323242382,0.2476373255807602,0,0,0,24
0.3921568627450981,0.7285714285714286,0.0,0.136693724200797,0,1,3,12
0.5490196078431373,0.8142857142857143,0.3753789639071456,0.5158863808483681,1,0,1,1
0.5030496196232563,0.6,0.2811082343048087,0.3169085972013236,0,1,2,24
0.1960784313725491,0.2571428571428571,0.9122352784969794,0.2949759611754427,0,0,4,12
0.7647058823529412,0.4428571428571428,0.0,0.0858913643699732,1,0,3,1
0.4313725490196078,0.7857142857142857,0.3983934143264955,0.5176969639718056,0,0,2,1
0.4117647058823529,0.5714285714285715,0.5873774591161567,0.4812137943620979,0,1,3,1
0.7254901960784313,0.0714285714285714,0.2138352253867092,0.007457931655387,0,1,1,12
0.2352941176470588,0.4714285714285714,0.0603686737922946,0.1307205670996964,0,0,1,1
0.6470588235294118,0.0285714285714285,0.3115359932726991,0.0,0,0,2,24
0.2941176470588236,0.0999999999999999,0.9701033437340948,0.1118837551012014,1,1,3,12
0.0588235294117647,0.8142857142857143,0.3737192679634424,0.5181885686175659,0,0,3,1
0.4705882352941176,0.8571428571428572,0.0839363561928788,0.2872468436893225,0,0,2,1
0.4705882352941176,0.8857142857142858,0.6716900130562748,0.8385605687448048,1,0,3,1
0.3921568627450981,0.3571428571428571,0.1795348425501782,0.1386601427838382,0,1,2,24
0.6666666666666666,0.8142857142857143,0.184956515966275,0.3580314864742853,1,0,4,1
0.7450980392156864,0.0714285714285714,0.5578348713182413,0.0358360508145696,0,0,2,1
0.3529411764705882,0.6857142857142857,0.0,0.139162993287508,0,0,2,1
0.5030496196232563,0.5571428571428572,0.1745557547190688,0.2312167664816883,1,0,3,1
0.6470588235294118,0.3857142857142857,0.5746531235477661,0.3141212309908853,0,0,3,1
0.8431372549019608,0.9714285714285714,0.4802717475491823,0.7276250001204912,1,0,3,24
0.1568627450980392,0.9857142857142858,0.2771249640399213,0.5332146413358536,1,0,2,24
0.9803921568627452,0.5571428571428572,0.4807143331341698,0.4075148678274319,0,0,4,1
0.7647058823529412,0.6571428571428571,0.327469074332249,0.3848608903442099,0,0,1,1
0.2549019607843137,0.2142857142857142,0.2495740113744495,0.087819225725896,0,0,3,24
0.6470588235294118,0.3857142857142857,0.6205713779902189,0.3288211738297961,1,1,2,24
0.3333333333333333,0.5571428571428572,0.3270264887472615,0.317946429231262,0,0,2,24
0.4705882352941176,0.7428571428571429,0.8658744384695392,0.8487702011755455,0,1,3,1
0.7254901960784313,0.2428571428571428,0.9936710261346788,0.3000060727632711,0,1,1,24
0.9803921568627452,0.6285714285714286,0.9863683639823853,0.793323302028078,1,0,2,12
0.6862745098039217,0.0,0.3760428422846268,0.0,0,0,3,1
0.1372549019607843,0.2142857142857142,1.0000000000000002,0.275459578048985,1,0,2,1
0.6666666666666666,0.3,0.1621633583394189,0.1086883249037595,0,1,3,1
0.7450980392156864,0.3428571428571428,0.976078249131426,0.4220878931270778,0,0,2,1
0.8627450980392156,0.4142857142857142,0.5587200424882162,0.3312599184450384,0,0,3,12
0.8627450980392156,0.3285714285714285,0.7638584611299211,0.3308004448218767,1,1,4,1
0.5686274509803921,0.4571428571428571,1.0000000000000002,0.5983394044900533,1,1,1,12
0.1372549019607843,0.1857142857142857,0.7031135895903871,0.1641898467896449,0,0,3,1
0.8627450980392156,0.5857142857142857,0.56248201996061,0.4818178575869537,0,1,1,1
0.7450980392156864,0.5714285714285715,0.6599614950541062,0.5259787350466237,1,1,4,12
0.3333333333333333,0.0285714285714285,0.0862599305140632,0.0,1,1,3,1
0.5490196078431373,0.0,0.1184580318219035,0.0,0,0,3,12
0.2745098039215686,0.7142857142857143,0.228108610502556,0.3447967182658757,1,1,3,1
0.4705882352941176,0.9571428571428572,0.2551063311867933,0.4974463869789672,1,0,3,1
0.5030496196232563,0.8,0.4344641395029764,0.559027098340529,0,1,3,24
0.9803921568627452,0.4999999999999999,0.5076014074221602,0.3769068556998988,0,0,3,12
0.4901960784313726,0.0571428571428571,0.3322268693708646,0.007957569056797,0,0,3,12
1.0,1.0,0.0525127796587665,0.3091248569767856,0,0,1,1
0.1568627450980392,0.2142857142857142,0.4170926552922172,0.1282593307686351,0,0,0,24
0.1372549019607843,0.0142857142857142,0.3823496868706986,0.0,1,0,3,1
0.8823529411764707,0.7857142857142857,0.4472991214676139,0.558153134525844,0,0,2,12
0.0980392156862745,0.4428571428571428,0.2472504370532651,0.2085386907315173,0,0,2,1
0.2941176470588236,0.0999999999999999,0.2877470180796211,0.0303448590524497,1,1,3,1
0.4901960784313726,0.1999999999999999,0.0,0.0194861799652149,1,1,2,1
0.8627450980392156,0.4999999999999999,0.4884595808714511,0.3683294792171725,1,1,3,1
0.5490196078431373,0.0999999999999999,0.6615105446015623,0.0733795441700347,1,1,1,1
0.4313725490196078,1.0,0.9178782447055702,1.0,0,0,1,1
0.1568627450980392,0.9714285714285714,0.7042200535528558,0.950174101945951,0,0,3,1
0.0980392156862745,0.5714285714285715,0.6635021797340062,1.0,0,0,2,1
0.3921568627450981,0.5857142857142857,1.0000000000000002,0.7494644561808359,1,0,3,1
0.5686274509803921,0.4428571428571428,0.5353736528801256,0.3433090519195554,0,1,2,1
0.8823529411764707,0.4999999999999999,1.0000000000000002,0.3097080350369522,1,0,3,12
0.6470588235294118,0.8285714285714286,0.1606143087919627,0.3446489155619217,1,0,2,1
0.0588235294117647,0.9,0.5973356347783754,0.7800258783256009,1,0,1,24
0.9215686274509804,0.9428571428571428,0.1498816083560158,0.3848014479524023,0,1,3,24
0.4117647058823529,0.9,0.2266702073513466,0.4351234489953753,0,0,3,1
0.6274509803921569,0.6714285714285715,0.5027329659872979,0.514567402370691,1,1,3,12
0.3137254901960784,0.1285714285714285,0.3259200247847928,0.0518148083529091,0,1,2,24
0.2549019607843137,0.3,0.9234105645179138,0.348907882607381,1,1,3,1
0.0784313725490196,0.8571428571428572,0.3634291531124832,0.5372647567344213,1,1,4,1
0.7254901960784313,0.9857142857142858,1.0000000000000002,1.0,0,0,1,12
0.6666666666666666,0.4999999999999999,0.6387173869747063,0.4457893419470178,1,0,1,1
0.0,0.7000000000000001,0.3624333355462613,0.4307664823309899,0,0,3,12
0.6274509803921569,0.9142857142857144,0.7070968598552745,0.9004770492925229,0,0,4,12
0.1960784313725491,0.3571428571428571,0.1468941556573502,0.1239618064960573,0,1,0,24
0.2352941176470588,0.0857142857142857,0.1522051826772003,0.0097649390779746,1,1,4,1
0.7058823529411765,0.1571428571428571,0.610834495120494,0.118330844785633,1,1,2,1
0.8431372549019608,0.6571428571428571,0.6791033216048152,0.6183586381201809,1,0,1,1
0.607843137254902,0.3999999999999999,0.8362212042753767,0.4359170852535635,0,0,3,1
0.2156862745098039,0.2714285714285714,0.0990949124787005,0.0760158945742591,0,0,3,24
0.1960784313725491,0.6,0.1244329372192347,0.2192688457283572,1,1,2,12
0.3921568627450981,0.2428571428571428,0.0,0.0216212864168993,1,0,3,24
0.607843137254902,0.4999999999999999,0.6315253712186595,0.4419737830134207,0,0,3,24
0.8823529411764707,0.4142857142857142,0.0865918697028038,0.124242952943796,0,0,3,1
0.0980392156862745,0.5285714285714286,0.2771249640399213,0.2745904338876898,1,0,2,1
0.5030496196232563,0.6571428571428571,0.0323751355418354,0.1815165007260004,0,0,2,12
0.2352941176470588,0.3428571428571428,1.0000000000000002,0.4366705577335033,1,0,3,12
0.9803921568627452,0.2142857142857142,0.0,0.0305408582903018,1,1,3,12
0.3137254901960784,0.1999999999999999,0.5672398149992255,0.1476423701513081,0,0,2,1
0.7647058823529412,0.8571428571428572,0.8383234858040673,0.9583016441122952,1,0,3,24
0.4509803921568628,0.5714285714285715,0.8808117019628672,0.6581754013245049,1,0,1,1
