Age,Tenure,MonthlyCharges,TotalCharges,OnlineSecurity,TechSupport,Churn,TotalServiceUsage,ContractLength
0.1568627450980392,0.5142857142857143,0.24182876363716838,0.2458428079686221,1,0,0,3,24
0.7450980392156864,0.6428571428571429,0.0,0.1469033566315378,1,0,0,2,24
0.33333333333333337,0.7428571428571429,0.2723671690013057,0.3916935522998261,0,0,0,4,1
0.05882352941176472,0.17142857142857143,0.8009250038726239,0.17033972451503843,0,1,0,2,24
0.47058823529411764,0.7571428571428571,0.4252804886144859,0.5181982079243455,1,0,0,2,1
0.2549019607843137,0.8,0.261523822169112,0.4148825113093166,0,0,0,1,1
0.9607843137254902,0.04285714285714286,0.2770143176436743,0.0,0,0,0,2,1
0.1568627450980392,0.6857142857142857,0.5531877226758726,0.5607187966803512,1,1,0,2,1
0.4901960784313726,0.0857142857142857,0.2742481577375025,0.023284066836382726,0,1,0,4,12
0.5030496196232563,0.14285714285714285,0.6377215694084843,0.11252476900204578,0,1,1,2,1
0.37254901960784315,0.7571428571428571,1.0000000000000002,0.9970998539002401,0,0,0,3,24
0.5294117647058824,0.6285714285714286,0.0,0.13672746177452566,1,1,0,2,12
0.9019607843137255,0.3142857142857143,0.12642457235167853,0.09853331521143657,1,0,0,3,1
0.11764705882352944,0.3857142857142857,0.13793179756135343,0.1357137280115363,1,0,0,3,12
0.5030496196232563,0.8,0.4344641395029764,0.559027098340529,0,1,0,3,24
0.13725490196078433,0.35714285714285715,0.0,0.0680233027028295,0,1,0,2,1
0.9019607843137255,0.34285714285714286,0.46810064396202616,0.23572956860567748,1,0,0,1,1
0.6666666666666666,0.7571428571428571,0.9675584766204166,0.9419887239389292,1,1,0,2,1
0.2549019607843137,0.39999999999999997,0.0,0.06513311722007534,1,0,0,2,1
0.3137254901960784,0.49999999999999994,0.34351280178804583,0.29045512629580394,0,1,0,1,1
0.6862745098039217,0.1857142857142857,0.7816725309256678,0.17863916765228577,1,0,0,1,1
0.9607843137254902,0.4857142857142857,0.11071278408462243,0.163588996667049,0,1,0,2,12
0.7647058823529412,0.41428571428571426,0.02562570537077613,0.09802243195211707,0,0,0,2,12
0.05882352941176472,0.22857142857142856,0.6377215694084843,0.19407330435757714,0,0,0,2,1
0.019607843137254943,0.9428571428571428,0.0,0.1924828187389409,0,0,0,4,1
0.09803921568627455,0.41428571428571426,0.8269269069906395,0.4466986498865614,1,1,0,1,1
0.8039215686274509,0.6285714285714286,0.01378654097236054,0.16025058341904283,0,0,0,1,1
0.05882352941176472,0.7142857142857143,0.5199938038018102,0.5587812960176488,0,1,0,1,1
0.5490196078431373,0.6571428571428571,0.7586580805063181,0.6766041493359962,0,0,0,3,24
0.33333333333333337,0.7428571428571429,0.2075283808006374,0.34353236252661645,1,0,0,4,1
0.4901960784313726,0.9,0.054283121998716544,0.2766837700099959,1,1,0,3,1
0.8431372549019608,0.5285714285714286,0.13405917369271286,0.1952669718471193,0,1,0,3,1
0.6470588235294118,0.9,0.8854588506052359,0.9999999999999999,0,1,0,2,24
0.17647058823529416,0.0857142857142857,0.7207063665936402,0.06840887497401402,0,1,1,2,12
0.6862745098039217,0.3,0.15895461284825957,0.10589935214219134,0,0,0,2,1
0.2549019607843137,0.5714285714285715,0.7321029454070682,0.5700143015181587,0,1,0,3,1
0.5882352941176471,0.12857142857142856,0.7238044656885527,0.11347102761757785,1,0,1,3,1
0.9215686274509803,0.8,1.0000000000000002,0.9999999999999999,0,1,0,3,1
0.27450980392156865,0.0857142857142857,0.37305538958596124,0.031430887616286186,0,0,0,3,24
0.13725490196078433,0.7000000000000001,0.8967447830224171,0.8203342461756852,0,1,0,4,12
0.2549019607843137,0.7285714285714286,0.43368961472924833,0.5003060479902527,0,1,0,1,12
0.43137254901960786,0.45714285714285713,0.9331474473876387,0.5459160345691245,1,0,0,3,1
0.7647058823529412,0.0,0.04111620084533851,0.0,1,0,0,3,1
0.3921568627450981,0.7428571428571429,0.13372723450397223,0.28616563477887585,0,0,0,3,24
0.2941176470588236,0.8428571428571429,0.8802584699816327,0.975996198257406,1,0,0,1,1
0.8627450980392156,0.4714285714285714,0.8462900263338424,0.5220844551076598,0,0,0,2,24
0.33333333333333337,0.04285714285714286,0.27767819602115557,0.0,0,0,0,2,1
0.5030496196232563,0.22857142857142856,0.6001017946845473,0.1837753116146899,1,1,0,1,1
0.4509803921568628,0.04285714285714286,0.3632078603199895,0.00604416666104373,0,1,0,3,12
0.4901960784313726,0.6,0.0,0.11146605180741823,1,0,0,2,1
0.47058823529411764,0.04285714285714286,0.0,0.0,0,0,0,2,1
0.8627450980392156,0.0,0.0,0.0,1,0,0,3,1
0.7843137254901961,1.0,0.5971143419858815,0.8730933852827706,0,1,0,3,12
0.5490196078431373,0.7000000000000001,0.24868884020447463,0.34771582166896875,0,0,0,4,1
0.27450980392156865,0.8571428571428572,0.09898426608245375,0.30108246202032796,0,0,0,4,1
0.8627450980392156,0.4857142857142857,0.9810573369625353,0.6078228758100631,0,0,0,3,12
0.0,0.09999999999999999,0.07397818053066019,0.008423468884478369,0,1,0,2,1
0.47058823529411764,0.32857142857142857,0.6855208125871342,0.30301835613190037,0,0,0,2,24
0.11764705882352944,0.49999999999999994,0.9291641771227512,0.5969143936378004,0,0,0,3,1
0.1568627450980392,0.7000000000000001,0.12100289893558175,0.258144169970539,0,0,0,4,12
0.5030496196232563,0.6,0.17732191462524066,0.2521967176875174,0,0,0,2,1
0.0,0.3714285714285714,1.0000000000000002,0.3012640022980107,1,0,0,3,12
0.8431372549019608,0.44285714285714284,0.5022903804023104,0.32907982856171575,0,1,0,2,12
0.13725490196078433,0.24285714285714283,0.5162318263294163,0.17363315433140641,1,0,0,1,24
0.4509803921568628,0.3857142857142857,0.5535196618646132,0.3030826181770978,1,0,0,3,1
0.1960784313725491,0.39999999999999997,0.9907942198322601,0.5047722601314737,1,1,0,2,1
0.9803921568627451,0.21428571428571427,0.0,0.03054085829030185,1,1,0,3,12
0.3137254901960784,0.6571428571428571,0.7811192989444335,0.6911096994881848,0,0,0,2,1
0.13725490196078433,0.8285714285714286,0.1970169731571843,0.3746512579134692,1,0,0,2,1
0.6666666666666666,0.42857142857142855,0.3532496846577707,0.2521276359889302,0,0,0,3,24
0.6666666666666666,0.04285714285714286,0.038571333731660384,0.0,0,1,0,3,1
0.6274509803921569,0.5142857142857143,0.43280444355927333,0.3460048447155874,0,0,0,1,24
0.07843137254901966,0.22857142857142856,0.8295824205005644,0.23926237454040586,0,0,0,1,1
0.8039215686274509,0.5428571428571429,0.048972094978866565,0.15550161827895317,1,0,0,1,12
0.7450980392156864,0.6714285714285715,0.2447055699395871,0.3337468595941787,0,0,0,2,1
0.7843137254901961,0.6428571428571429,0.3525858062802895,0.3872803563458929,0,0,0,2,1
0.5294117647058824,0.6714285714285715,0.05472570758370404,0.2002296082874904,1,1,0,3,24
0.11764705882352944,0.5428571428571429,0.7832215804731242,0.566961854371281,1,0,0,2,1
0.1568627450980392,0.04285714285714286,0.8104405939498551,0.029154404665167423,1,0,1,2,24
0.13725490196078433,0.41428571428571426,0.8646573281108236,0.4651273978980527,1,1,0,3,12
0.21568627450980393,0.41428571428571426,0.5858284095687003,0.34435009705175373,0,0,0,3,1
0.6470588235294118,0.3,0.5009626236473479,0.21248759340889906,1,1,0,2,24
0.5030496196232563,0.9285714285714286,0.23032153842749342,0.4535216725353979,0,0,0,0,1
0.9215686274509803,0.15714285714285714,0.6647192900927217,0.12979840675111343,0,0,0,1,24
0.43137254901960786,0.49999999999999994,0.4316979795968045,0.3362016697207203,1,0,0,4,1
0.4509803921568628,0.24285714285714283,1.0000000000000002,0.3018375410513977,0,0,0,2,24
0.7058823529411765,0.7428571428571429,1.0000000000000002,0.9601764892809301,1,0,0,3,12
0.6666666666666666,1.0,0.9413352807099074,0.9999999999999999,1,0,0,2,1
0.8431372549019608,0.0,0.33820177476819585,0.0,0,0,0,3,12
0.7647058823529412,0.8142857142857143,0.3469428400716989,0.4934557139722072,1,0,0,3,1
0.4117647058823529,0.07142857142857142,0.8832459226802984,0.06608901514238699,1,0,1,3,1
0.5098039215686275,0.9857142857142858,0.7464869769191618,0.9999999999999999,1,0,0,3,1
0.5030496196232563,0.6142857142857143,0.7191573170461838,0.6019316528165893,0,1,0,3,1
0.0,0.32857142857142857,0.24913142578946207,0.15078799726372213,0,0,0,2,1
0.6666666666666666,0.2571428571428571,0.8617805218084047,0.28100699910065263,0,1,0,4,1
0.7058823529411765,0.24285714285714283,0.580849321737591,0.1898753862550554,0,0,0,2,1
0.9019607843137255,0.41428571428571426,0.4342428467104827,0.2772733742746823,1,1,0,2,1
0.5030496196232563,0.5857142857142857,0.8972980150036516,0.6846176263721151,1,0,0,3,1
0.03921568627450983,0.45714285714285713,0.37593219588837995,0.2823773872144877,1,1,0,1,12
0.0,0.15714285714285714,0.6632808869415123,0.1336862604855576,0,1,0,2,12
0.07843137254901966,0.3714285714285714,0.45526566199738877,0.25219029148299765,0,0,0,3,1
0.4901960784313726,0.5428571428571429,0.5955652924384254,0.4596362061359328,1,0,0,1,24
0.2549019607843137,0.11428571428571427,0.0,0.0,1,0,0,3,12
0.7450980392156864,0.2857142857142857,0.4499546349775388,0.18474888159943087,1,1,0,2,12
0.5098039215686275,0.39999999999999997,0.5555112969970568,0.318545672802728,0,0,0,2,1
0.1568627450980392,0.45714285714285713,0.484918896191551,0.3324744710992697,0,1,0,2,1
0.27450980392156865,0.8714285714285714,0.877381663679214,0.9999999999999999,1,0,0,2,24
0.27450980392156865,0.19999999999999998,0.28398504060722746,0.08772765231148968,1,0,0,1,24
0.4901960784313726,0.014285714285714285,0.9179888911018168,0.00029271361587426825,1,1,1,3,1
0.8039215686274509,0.7285714285714286,0.38622231073933927,0.4699759692081984,0,0,0,2,1
0.23529411764705888,0.6142857142857143,0.7082033238177434,0.5976775054245198,0,0,0,3,12
0.9803921568627451,0.7571428571428571,0.035694527429241674,0.21161202304308416,1,0,0,3,12
0.607843137254902,0.24285714285714283,0.16127818716944398,0.08105564546886712,1,1,0,1,24
0.7450980392156864,0.028571428571428574,0.7820044701144084,0.014354855656200621,1,0,1,3,1
0.9411764705882354,0.0857142857142857,0.0,0.20767115312135212,0,0,0,2,1
1.0,0.6,1.0000000000000002,0.772489546975073,0,0,0,2,1
0.607843137254902,0.5285714285714286,0.15065613312974402,0.20601319235525858,0,0,0,4,1
0.05882352941176472,0.5142857142857143,0.9370200712562793,0.6184903753128356,0,1,0,2,1
0.5686274509803921,0.8142857142857143,0.5105888601208259,0.6335550052582417,1,1,0,2,24
0.7058823529411765,0.45714285714285713,0.5644736550930536,0.36956009738270323,0,1,0,3,1
0.43137254901960786,0.8285714285714286,0.03281772112682291,0.23608461640539322,1,0,0,4,24
0.7450980392156864,0.14285714285714285,0.34384474097678647,0.066214326130522,1,0,0,1,1
0.8627450980392156,0.9571428571428572,0.11259377282081923,0.3535202909014261,0,0,0,2,1
0.27450980392156865,0.9571428571428572,0.5216534997455133,0.7576353752276884,0,0,0,0,1
0.823529411764706,0.3,0.5490938060147381,0.23194935379693896,0,0,0,3,1
0.5490196078431373,0.9285714285714286,0.7250215760472682,0.9266461606480441,0,1,0,2,24
0.6862745098039217,0.6142857142857143,0.9115714001194981,0.7265711025792535,0,0,0,3,1
0.23529411764705888,0.07142857142857142,0.45781052911106684,0.030455711080415275,1,0,0,3,1
0.5030496196232563,0.5857142857142857,0.19801279072340622,0.2569922728103752,0,0,0,2,1
0.11764705882352944,0.34285714285714286,0.30888047976277416,0.179580606614428,0,1,0,1,1
0.9803921568627451,0.8,0.8770497244904734,0.9206360528709551,0,0,0,2,12
0.4117647058823529,0.7714285714285715,0.10119719400739124,0.2693161265281112,0,0,0,1,1
0.5294117647058824,0.21428571428571427,0.6338489455398439,0.17879660966301947,0,1,0,2,12
0.019607843137254943,0.1857142857142857,0.0,0.43228306659764915,0,0,0,2,12
0.8039215686274509,0.5428571428571429,0.2116222974617717,0.2422136089660976,1,0,0,1,1
0.8627450980392156,0.3857142857142857,0.594126889287216,0.3227548367631593,0,1,0,2,1
0.09803921568627455,0.7142857142857143,0.44475425435393573,0.5036942643232869,0,1,0,2,12
0.5294117647058824,0.6857142857142857,0.485804067361526,0.5092304395170449,1,0,0,3,12
0.5294117647058824,0.11428571428571427,0.6706941954900529,0.08970692330357036,0,1,1,2,1
0.8431372549019608,0.8142857142857143,0.19934054747836866,0.36831341370587317,1,0,0,2,1
0.8431372549019608,0.6285714285714286,0.2504591825444245,0.3123990081795944,1,0,0,4,1
0.37254901960784315,0.3,0.697138684193056,0.27795133885151513,0,1,0,2,1
0.5686274509803921,0.44285714285714284,0.5353736528801256,0.3433090519195554,0,1,0,2,1
0.1960784313725491,0.9714285714285714,0.0,0.20413031443097404,1,0,0,2,1
0.5294117647058824,0.9714285714285714,0.6814268959259997,0.9312360772262701,0,1,0,3,1
0.47058823529411764,0.5857142857142857,0.6258824050100689,0.5188376152740599,0,0,0,3,1
0.7450980392156864,0.7428571428571429,0.02673216933324485,0.20293504039030194,0,0,0,2,1
0.6274509803921569,0.8285714285714286,0.7668459138285868,0.8608177280989326,0,0,0,3,24
0.0,0.5428571428571429,0.5174489366881321,0.4196732467787846,0,1,0,2,1
0.5098039215686275,0.19999999999999998,0.16625727500055326,0.06242929166839369,0,0,0,2,24
1.0,1.0,0.5587200424882162,0.8297582751038876,0,0,0,3,1
0.23529411764705888,0.39999999999999997,0.5986633915333377,0.3359076708639421,1,1,0,3,12
0.7843137254901961,0.028571428571428574,0.9578215937506918,0.020231619689505077,1,1,1,2,1
0.03921568627450983,0.12857142857142856,0.7608710084312555,0.11722553760823737,1,0,1,3,12
0.7450980392156864,0.39999999999999997,0.27380557215251505,0.19714181701575417,0,1,0,0,1
0.09803921568627455,0.4857142857142857,0.07043749585076015,0.1451329372863488,1,1,0,2,1
0.13725490196078433,0.07142857142857142,0.8837991546615327,0.0664729808624416,1,0,1,1,24
0.5098039215686275,0.15714285714285714,0.8759432605280046,0.16752826003765112,0,1,0,3,1
0.1568627450980392,0.5285714285714286,0.13372723450397223,0.19287803031690504,0,0,0,4,24
0.7058823529411765,0.2571428571428571,0.008475513952510616,0.04673489368005276,0,0,0,3,1
0.6274509803921569,0.9428571428571428,0.7274557967646995,0.9469031638454022,1,0,0,0,1
0.9803921568627451,0.09999999999999999,0.739294961163115,0.08553631657025754,1,1,1,2,1
0.8039215686274509,0.09999999999999999,0.135718869636416,0.011050179981923078,1,0,0,3,12
0.8431372549019608,0.6571428571428571,0.6791033216048152,0.6183586381201809,1,0,0,1,1
0.4509803921568628,0.04285714285714286,0.248356901015734,0.0,1,1,0,2,24
0.27450980392156865,0.7142857142857143,0.228108610502556,0.34479671826587577,1,1,0,3,1
0.607843137254902,0.9428571428571428,0.2988116577043087,0.5327696266728615,1,1,0,1,12
0.607843137254902,0.6285714285714286,0.5155679479519353,0.4844349293776188,0,1,0,3,1
0.4509803921568628,0.09999999999999999,0.829914359689305,0.09423739748998877,1,1,1,1,1
0.7843137254901961,0.21428571428571427,0.4914470335701167,0.1448726760032992,1,1,0,3,1
1.0,0.9428571428571428,0.2694903626988869,0.502245155204085,0,0,0,2,1
0.9411764705882354,0.11428571428571427,0.9178782447055702,0.12320672746498762,0,0,1,2,1
0.9411764705882354,0.8428571428571429,1.0000000000000002,0.20915881946767248,0,0,0,2,1
1.0,1.0,0.8217265263670364,0.9999999999999999,0,0,0,1,1
0.21568627450980393,0.19999999999999998,0.8076744340436832,0.19904558010472784,0,0,0,2,1
0.7450980392156864,1.0,0.22025271636902793,0.4836380800171708,0,0,0,1,1
0.019607843137254943,0.5714285714285715,0.1591759056407533,0.226859799817303,0,0,0,1,1
0.03921568627450983,0.3,0.9075881298546107,0.34295721722209954,0,1,0,4,1
0.9411764705882354,0.32857142857142857,0.5581668105069819,0.258195579606697,1,1,0,3,24
0.7058823529411765,0.6142857142857143,0.0,0.13834847186463073,0,0,0,2,24
0.9411764705882354,0.0,0.9254021996503574,0.0,0,1,1,3,1
0.3137254901960784,0.12857142857142856,0.3259200247847928,0.05181480835290916,0,1,0,2,24
0.9411764705882354,0.7857142857142857,0.3183960698400053,0.4564214973249317,0,1,0,2,12
0.019607843137254943,0.7000000000000001,0.6515523689393437,0.6438256866319201,0,0,0,1,1
0.019607843137254943,0.15714285714285714,0.671468720263781,0.13316573791945846,0,1,0,3,1
0.5294117647058824,0.8428571428571429,0.3306778198234083,0.4967395044817956,0,0,0,2,24
0.43137254901960786,0.35714285714285715,0.09832038770497248,0.11131985565459407,1,1,0,1,12
0.7058823529411765,0.5714285714285715,0.5508641483546881,0.45863050512859316,1,0,0,3,24
0.607843137254902,0.49999999999999994,0.6315253712186595,0.4419737830134207,0,0,0,3,24
0.6274509803921569,0.3142857142857143,0.8915444023988139,0.35889741753332066,0,1,0,3,1
0.0,0.6,0.4757352453030605,0.43865946803236355,1,0,0,1,1
0.3529411764705882,0.07142857142857142,0.6542078824492685,0.044578902063679184,0,0,1,3,1
0.019607843137254943,0.9714285714285714,0.0,0.24888079615533035,0,0,0,3,1
0.8431372549019608,0.6,0.9294961163114919,0.7216952198998989,1,0,0,1,1
0.4901960784313726,0.34285714285714286,0.3017991104029742,0.17612491513393655,0,0,0,2,1
0.607843137254902,0.24285714285714283,0.6392706189559407,0.20322743269595023,0,0,0,3,1
0.09803921568627455,0.8714285714285714,0.9533957379008167,0.9999999999999999,0,1,0,2,1
0.607843137254902,0.17142857142857143,0.8365531434641174,0.17583252282828826,0,0,0,3,1
0.05882352941176472,0.6,0.6453561707495188,0.5439978125199815,1,1,0,1,1
0.1960784313725491,0.3857142857142857,0.7182721458762089,0.36897370622027675,0,1,0,2,1
0.3137254901960784,0.24285714285714283,0.9587067649206666,0.28851762563310157,0,0,0,2,1
0.7254901960784313,0.8285714285714286,0.8383234858040673,0.9251552811994638,0,1,0,1,12
0.4509803921568628,0.8428571428571429,0.6145964725928876,0.7487511474791444,1,0,0,3,24
0.07843137254901966,0.8857142857142858,0.6685919139613623,0.8338340953205342,0,0,0,2,1
1.0,0.8,0.1027462435548474,0.28540252299215646,0,0,0,2,1
0.6470588235294118,0.7142857142857143,0.4600234570360044,0.5154365465319862,1,1,0,3,24
0.09803921568627455,0.7857142857142857,0.27280975458629314,0.41615971945761543,0,1,0,0,1
0.4117647058823529,0.3714285714285714,0.4177565336696985,0.23756585654719384,1,0,0,3,12
0.1960784313725491,0.44285714285714284,1.0000000000000002,0.40674532983619277,0,0,0,2,1
0.9215686274509803,0.11428571428571427,0.10484852508353809,0.016533338988393306,0,1,0,4,24
0.2941176470588236,0.9571428571428572,0.0,0.20170442222477125,0,0,0,3,24
0.6274509803921569,0.6428571428571429,0.3789196485870456,0.4051789424845056,0,0,0,4,12
0.1568627450980392,0.9428571428571428,0.2962667905906305,0.5268494857590488,0,1,0,2,1
0.5030496196232563,0.35714285714285715,0.404921551705061,0.22392945055630045,0,0,0,3,24
0.2941176470588236,0.09999999999999999,0.9701033437340947,0.11188375510120147,1,1,1,3,12
0.5490196078431373,0.07142857142857142,0.7221447697448495,0.0516766449557347,0,0,1,1,12
0.03921568627450983,0.32857142857142857,0.30213104959171483,0.16972602198340303,0,1,0,2,1
0.5030496196232563,0.6714285714285715,0.1381530903538472,0.2582518088962447,1,1,0,4,12
0.6862745098039217,0.6285714285714286,0.6241120626701189,0.5540933798204968,1,0,0,1,1
0.3529411764705882,0.17142857142857143,0.6673748036026468,0.14463490643606872,0,1,0,2,1
0.4901960784313726,0.9714285714285714,0.4748500741330855,0.7185479862363551,1,0,0,1,1
0.03921568627450983,0.34285714285714286,0.1752196330965501,0.12940801482653905,1,1,0,2,1
0.3529411764705882,0.2714285714285714,0.0,0.03924515231229297,0,0,0,3,12
0.5030496196232563,0.9285714285714286,0.2337515767111466,0.4588248978153153,0,0,0,3,12
0.5030496196232563,0.6285714285714286,0.4456394255239107,0.4373308502479068,0,0,0,3,1
0.5030496196232563,0.6571428571428571,0.8115470579123241,0.7091946455578699,1,1,0,3,12
1.0,0.8857142857142858,0.884463033039014,0.9999999999999999,0,1,0,1,24
0.7843137254901961,0.7714285714285715,0.3966230719865454,0.5044525564566165,0,0,0,1,1
0.6274509803921569,0.2571428571428571,0.8206200624045676,0.27003425488319244,0,1,0,1,1
0.7647058823529412,0.4857142857142857,1.0000000000000002,0.635195293961906,1,0,0,3,1
0.7450980392156864,0.7428571428571429,0.7326561773883025,0.7457822409910235,0,0,0,1,1
0.33333333333333337,0.35714285714285715,0.7459337449379275,0.35295157180142894,0,0,0,2,1
0.7647058823529412,0.1857142857142857,0.9460930757485231,0.21464840467866247,0,1,0,1,1
0.0,0.6285714285714286,0.3138595675938835,0.35571162664265826,0,0,0,4,1
0.1960784313725491,0.6142857142857143,0.0,0.11401725500175594,1,0,0,1,24
0.5294117647058824,0.9142857142857143,1.0000000000000002,0.9999999999999999,0,0,0,3,12
0.47058823529411764,0.7142857142857143,0.48248467547411983,0.5268253874920997,0,0,0,4,1
0.9607843137254902,0.6,0.8091128371948926,0.6477729827581719,0,1,0,1,1
0.43137254901960786,0.3142857142857143,0.838766071389055,0.3371029449046142,1,0,0,3,1
0.5882352941176471,0.7857142857142857,0.37958352696452685,0.5008779801925097,0,0,0,1,1
0.5686274509803921,0.2571428571428571,0.538693044767532,0.1901950899299126,0,1,0,3,1
0.8039215686274509,0.7714285714285715,0.5371439952200756,0.6205692524749723,0,1,0,2,1
0.6666666666666666,0.8428571428571429,0.18340746641881878,0.3686652484033291,0,1,0,3,1
0.11764705882352944,0.8285714285714286,0.06988426386952579,0.2650378808690927,1,0,0,3,1
0.2941176470588236,0.45714285714285713,0.5412379118812101,0.35773266796411735,0,0,0,3,1
0.4901960784313726,0.2571428571428571,0.07265042377569764,0.06316830518816408,0,1,0,4,24
0.9215686274509803,0.3857142857142857,0.32271127929363347,0.2118995956953426,0,0,0,1,1
1.0,0.7285714285714286,0.14567704529863462,0.29033784806331864,1,0,0,1,1
0.9411764705882354,0.6857142857142857,0.7219234769523557,0.6828263218622369,1,0,0,2,1
0.019607843137254943,0.5142857142857143,0.9046006771559452,0.6033164998905938,0,0,0,3,24
0.0,0.35714285714285715,0.579189625793888,0.2905691914260294,1,0,0,1,24
0.9215686274509803,0.5571428571428572,0.3936356192878799,0.35522162854802797,0,0,0,2,1
0.21568627450980393,0.5285714285714286,1.0000000000000002,0.6986283587762835,1,1,0,2,24
0.07843137254901966,0.7571428571428571,0.0,0.15729452933996133,0,0,0,3,1
0.7058823529411765,0.3,0.27646108566244004,0.14282592986376122,0,0,0,1,24
0.607843137254902,0.21428571428571427,0.24813560822324016,0.08872210746091982,0,1,0,1,1
0.1568627450980392,0.3857142857142857,0.3338865653145677,0.21422588173148938,0,1,0,2,1
0.7843137254901961,0.4857142857142857,0.19491469162849373,0.20341700572928262,1,1,0,3,12
0.6666666666666666,0.8428571428571429,0.23220252716369033,0.41352176250226114,1,0,0,3,1
0.3529411764705882,0.6285714285714286,0.22489986501139664,0.2980990965720376,0,0,0,3,12
0.9215686274509803,0.6428571428571429,0.49930292770364465,0.48746649135980724,0,0,0,2,1
0.2941176470588236,0.7714285714285715,0.3725021576047269,0.48733636071828257,0,0,0,2,12
0.03921568627450983,0.35714285714285715,0.6471265130894688,0.3156490611154541,1,1,0,2,1
0.37254901960784315,0.34285714285714286,0.5089291641771228,0.25225616007932505,0,0,0,3,1
0.4509803921568628,0.9142857142857143,0.1426895925999691,0.3656465388301801,0,1,0,1,24
0.6274509803921569,0.07142857142857142,0.8359999114828831,0.06230880033364853,1,1,1,3,24
